id,number,name,type,height,weight,attack,defense,hp,sp_atk,sp_def,speed,total,abilities,weakness,capture_location
818,0818,Inteleon,['water'],1.9,45.2,85.0,65.0,70.0,125.0,65.0,120.0,530.0,['Torrent'],"['Grass', 'Electric']",[]
819,0819,Skwovet,['normal'],0.3,2.5,55.0,55.0,70.0,35.0,35.0,25.0,275.0,['Cheek Pouch'],['Fighting'],[]
820,0820,Greedent,['normal'],0.6,6.0,95.0,95.0,120.0,55.0,75.0,20.0,460.0,['Cheek Pouch'],['Fighting'],[]
821,0821,Rookidee,['flying'],0.2,1.8,47.0,35.0,38.0,33.0,35.0,57.0,245.0,"['Keen Eye', 'Unnerve']","['Electric', 'Ice', 'Rock']",[]
822,0822,Corvisquire,['flying'],0.8,16.0,67.0,55.0,68.0,43.0,55.0,77.0,365.0,"['Keen Eye', 'Unnerve']","['Electric', 'Ice', 'Rock']",[]
823,0823,Corviknight,"['flying', 'steel']",2.2,75.0,87.0,105.0,98.0,53.0,85.0,67.0,495.0,"['Pressure', 'Unnerve']","['Fire', 'Electric']",[]
824,0824,Blipbug,['bug'],0.4,8.0,20.0,20.0,25.0,25.0,45.0,45.0,180.0,"['Compound Eyes', 'Swarm']","['Fire', 'Flying', 'Rock']",[]
825,0825,Dottler,"['bug', 'psychic']",0.4,19.5,35.0,80.0,50.0,50.0,90.0,30.0,335.0,"['Compound Eyes', 'Swarm']","['Fire', 'Flying', 'Bug', 'Rock', 'Ghost', 'Dark']",[]
826,0826,Orbeetle,"['bug', 'psychic']",0.4,40.8,45.0,110.0,60.0,80.0,120.0,90.0,505.0,"['Swarm', 'Frisk']","['Fire', 'Flying', 'Bug', 'Rock', 'Ghost', 'Dark']",[]
827,0827,Nickit,['dark'],0.6,8.9,28.0,28.0,40.0,47.0,52.0,50.0,245.0,"['Run Away', 'Unburden']","['Fighting', 'Bug', 'Fairy']",[]
828,0828,Thievul,['dark'],1.2,19.9,58.0,58.0,70.0,87.0,92.0,90.0,455.0,"['Run Away', 'Unburden']","['Fighting', 'Bug', 'Fairy']",[]
829,0829,Gossifleur,['grass'],0.4,2.2,40.0,60.0,40.0,40.0,60.0,10.0,250.0,"['Regenerator', 'Cotton Down']","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",[]
830,0830,Eldegoss,['grass'],0.5,2.5,50.0,90.0,60.0,80.0,120.0,60.0,460.0,"['Regenerator', 'Cotton Down']","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",[]
831,0831,Wooloo,['normal'],0.6,6.0,40.0,55.0,42.0,40.0,45.0,48.0,270.0,"['Run Away', 'Fluffy']",['Fighting'],[]
832,0832,Dubwool,['normal'],1.3,43.0,80.0,100.0,72.0,60.0,90.0,88.0,490.0,"['Steadfast', 'Fluffy']",['Fighting'],[]
833,0833,Chewtle,['water'],0.3,8.5,64.0,50.0,50.0,38.0,38.0,44.0,284.0,"['Shell Armor', 'Strong Jaw']","['Grass', 'Electric']",[]
834,0834,Drednaw,"['water', 'rock']",1.0,115.5,115.0,90.0,90.0,48.0,68.0,74.0,485.0,"['Shell Armor', 'Strong Jaw']","['Grass', 'Electric', 'Fighting', 'Ground']",[]
835,0835,Yamper,['electric'],0.3,13.5,45.0,50.0,59.0,40.0,50.0,26.0,270.0,['Ball Fetch'],['Ground'],[]
836,0836,Boltund,['electric'],1.0,34.0,90.0,60.0,69.0,90.0,60.0,121.0,490.0,['Strong Jaw'],['Ground'],[]
837,0837,Rolycoly,['rock'],0.3,12.0,40.0,50.0,30.0,40.0,50.0,30.0,240.0,"['Heatproof', 'Steam Engine']","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",[]
838,0838,Carkol,"['rock', 'fire']",1.1,78.0,60.0,90.0,80.0,60.0,70.0,50.0,410.0,"['Flame Body', 'Steam Engine']","['Water', 'Fighting', 'Ground', 'Rock']",[]
839,0839,Coalossal,"['rock', 'fire']",2.8,310.5,80.0,120.0,110.0,80.0,90.0,30.0,510.0,"['Flame Body', 'Steam Engine']","['Water', 'Fighting', 'Ground', 'Rock']",[]
840,0840,Applin,"['grass', 'dragon']",0.2,0.5,40.0,80.0,40.0,40.0,40.0,20.0,260.0,"['Gluttony', 'Ripen']","['Ice', 'Poison', 'Flying', 'Bug', 'Dragon', 'Fairy']",[]
841,0841,Flapple,"['grass', 'dragon']",0.3,1.0,110.0,80.0,70.0,95.0,60.0,70.0,485.0,"['Gluttony', 'Ripen']","['Ice', 'Poison', 'Flying', 'Bug', 'Dragon', 'Fairy']",[]
842,0842,Appletun,"['grass', 'dragon']",0.4,13.0,85.0,80.0,110.0,100.0,80.0,30.0,485.0,"['Gluttony', 'Ripen']","['Ice', 'Poison', 'Flying', 'Bug', 'Dragon', 'Fairy']",[]
843,0843,Silicobra,['ground'],2.2,7.6,57.0,75.0,52.0,35.0,50.0,46.0,315.0,"['Shed Skin', 'Sand Spit']","['Water', 'Grass', 'Ice']",[]
844,0844,Sandaconda,['ground'],3.8,65.5,107.0,125.0,72.0,65.0,70.0,71.0,510.0,"['Shed Skin', 'Sand Spit']","['Water', 'Grass', 'Ice']",[]
845,0845,Cramorant,"['flying', 'water']",0.8,18.0,85.0,55.0,70.0,85.0,95.0,85.0,475.0,['Gulp Missile'],"['Electric', 'Rock']",[]
846,0846,Arrokuda,['water'],0.5,1.0,63.0,40.0,41.0,40.0,30.0,66.0,280.0,['Swift Swim'],"['Grass', 'Electric']",[]
847,0847,Barraskewda,['water'],1.3,30.0,123.0,60.0,61.0,60.0,50.0,136.0,490.0,['Swift Swim'],"['Grass', 'Electric']",[]
848,0848,Toxel,"['electric', 'poison']",0.4,11.0,38.0,35.0,40.0,54.0,35.0,40.0,242.0,"['Static', 'Rattled']","['Ground', 'Psychic']",[]
849,0849,Toxtricity,"['electric', 'poison']",1.6,40.0,98.0,70.0,75.0,114.0,70.0,75.0,502.0,"['Minus', 'Punk Rock']","['Ground', 'Psychic']",[]
850,0850,Sizzlipede,"['fire', 'bug']",0.7,1.0,65.0,45.0,50.0,50.0,50.0,45.0,305.0,"['Flash Fire', 'White Smoke']","['Water', 'Flying', 'Rock']",[]
851,0851,Centiskorch,"['fire', 'bug']",3.0,120.0,115.0,65.0,100.0,90.0,90.0,65.0,525.0,"['Flash Fire', 'White Smoke']","['Water', 'Flying', 'Rock']",[]
852,0852,Clobbopus,['fighting'],0.6,4.0,68.0,60.0,50.0,50.0,50.0,32.0,310.0,['Limber'],"['Flying', 'Psychic', 'Fairy']",[]
853,0853,Grapploct,['fighting'],1.6,39.0,118.0,90.0,80.0,70.0,80.0,42.0,480.0,['Limber'],"['Flying', 'Psychic', 'Fairy']",[]
854,0854,Sinistea,['ghost'],0.1,0.2,45.0,45.0,40.0,74.0,54.0,50.0,308.0,['Weak Armor'],"['Ghost', 'Dark']",[]
855,0855,Polteageist,['ghost'],0.2,0.4,65.0,65.0,60.0,134.0,114.0,70.0,508.0,['Weak Armor'],"['Ghost', 'Dark']",[]
856,0856,Hatenna,['psychic'],0.4,3.4,30.0,45.0,42.0,56.0,53.0,39.0,265.0,"['Anticipation', 'Healer']","['Bug', 'Ghost', 'Dark']",[]
857,0857,Hattrem,['psychic'],0.6,4.8,40.0,65.0,57.0,86.0,73.0,49.0,370.0,"['Anticipation', 'Healer']","['Bug', 'Ghost', 'Dark']",[]
858,0858,Hatterene,"['psychic', 'fairy']",2.1,5.1,90.0,95.0,57.0,136.0,103.0,29.0,510.0,"['Anticipation', 'Healer']","['Poison', 'Ghost', 'Steel']",[]
859,0859,Impidimp,"['dark', 'fairy']",0.4,5.5,45.0,30.0,45.0,55.0,40.0,50.0,265.0,"['Frisk', 'Prankster']","['Poison', 'Steel', 'Fairy']",[]
860,0860,Morgrem,"['dark', 'fairy']",0.8,12.5,60.0,45.0,65.0,75.0,55.0,70.0,370.0,"['Frisk', 'Prankster']","['Poison', 'Steel', 'Fairy']",[]
861,0861,Grimmsnarl,"['dark', 'fairy']",1.5,61.0,120.0,65.0,95.0,95.0,75.0,60.0,510.0,"['Frisk', 'Prankster']","['Poison', 'Steel', 'Fairy']",[]
862,0862,Obstagoon,"['dark', 'normal']",1.6,46.0,90.0,101.0,93.0,60.0,81.0,95.0,520.0,"['Guts', 'Reckless']","['Fighting', 'Bug', 'Fairy']",[]
863,0863,Perrserker,['steel'],0.8,28.0,110.0,100.0,70.0,50.0,60.0,50.0,440.0,"['Battle Armor', 'Tough Claws']","['Fire', 'Fighting', 'Ground']",[]
864,0864,Cursola,['ghost'],1.0,0.4,95.0,50.0,60.0,145.0,130.0,30.0,510.0,['Weak Armor'],"['Ghost', 'Dark']",[]
865,0865,Sirfetch’d,['fighting'],0.8,117.0,135.0,95.0,62.0,68.0,82.0,65.0,507.0,['Steadfast'],"['Flying', 'Psychic', 'Fairy']",[]
866,0866,Mr. Rime,"['ice', 'psychic']",1.5,58.2,85.0,75.0,80.0,110.0,100.0,70.0,520.0,"['Tangled Feet', 'Screen Cleaner']","['Fire', 'Bug', 'Rock', 'Ghost', 'Dark', 'Steel']",[]
867,0867,Runerigus,"['ground', 'ghost']",1.6,66.6,95.0,145.0,58.0,50.0,105.0,30.0,483.0,['Wandering Spirit'],"['Water', 'Grass', 'Ice', 'Ghost', 'Dark']",[]
868,0868,Milcery,['fairy'],0.2,0.3,40.0,40.0,45.0,50.0,61.0,34.0,270.0,['Sweet Veil'],"['Poison', 'Steel']",[]
869,0869,Alcremie,['fairy'],0.3,0.5,60.0,75.0,65.0,110.0,121.0,64.0,495.0,['Sweet Veil'],"['Poison', 'Steel']",[]
870,0870,Falinks,['fighting'],3.0,62.0,100.0,100.0,65.0,70.0,60.0,75.0,470.0,['Battle Armor'],"['Flying', 'Psychic', 'Fairy']",[]
871,0871,Pincurchin,['electric'],0.3,1.0,101.0,95.0,48.0,91.0,85.0,15.0,435.0,['Lightning Rod'],['Ground'],[]
872,0872,Snom,"['ice', 'bug']",0.3,3.8,25.0,35.0,30.0,45.0,30.0,20.0,185.0,['Shield Dust'],"['Fire', 'Flying', 'Rock', 'Steel']",[]
873,0873,Frosmoth,"['ice', 'bug']",1.3,42.0,65.0,60.0,70.0,125.0,90.0,65.0,475.0,['Shield Dust'],"['Fire', 'Flying', 'Rock', 'Steel']",[]
874,0874,Stonjourner,['rock'],2.5,520.0,125.0,135.0,100.0,20.0,20.0,70.0,470.0,['Power Spot'],"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",[]
875,0875,Eiscue,['ice'],1.4,89.0,80.0,110.0,75.0,65.0,90.0,50.0,470.0,['Ice Face'],"['Fire', 'Fighting', 'Rock', 'Steel']",[]
876,0876,Indeedee,"['psychic', 'normal']",0.9,28.0,65.0,55.0,60.0,105.0,95.0,95.0,475.0,"['Inner Focus', 'Synchronize']","['Bug', 'Dark']",[]
877,0877,Morpeko,"['electric', 'dark']",0.3,3.0,95.0,58.0,58.0,70.0,58.0,97.0,436.0,['Hunger Switch'],"['Fighting', 'Ground', 'Bug', 'Fairy']",[]
878,0878,Cufant,['steel'],1.2,100.0,80.0,49.0,72.0,40.0,49.0,40.0,330.0,['Sheer Force'],"['Fire', 'Fighting', 'Ground']",[]
879,0879,Copperajah,['steel'],3.0,650.0,130.0,69.0,122.0,80.0,69.0,30.0,500.0,['Sheer Force'],"['Fire', 'Fighting', 'Ground']",[]
880,0880,Dracozolt,"['electric', 'dragon']",1.8,190.0,100.0,90.0,90.0,80.0,70.0,75.0,505.0,"['Volt Absorb', 'Hustle']","['Ice', 'Ground', 'Dragon', 'Fairy']",[]
881,0881,Arctozolt,"['electric', 'ice']",2.3,150.0,100.0,90.0,90.0,90.0,80.0,55.0,505.0,"['Static', 'Volt Absorb']","['Fire', 'Fighting', 'Ground', 'Rock']",[]
882,0882,Dracovish,"['water', 'dragon']",2.3,215.0,90.0,100.0,90.0,70.0,80.0,75.0,505.0,"['Water Absorb', 'Strong Jaw']","['Dragon', 'Fairy']",[]
883,0883,Arctovish,"['water', 'ice']",2.0,175.0,90.0,100.0,90.0,80.0,90.0,55.0,505.0,"['Water Absorb', 'Ice Body']","['Grass', 'Electric', 'Fighting', 'Rock']",[]
884,0884,Duraludon,"['steel', 'dragon']",1.8,40.0,95.0,115.0,70.0,120.0,50.0,85.0,535.0,"['Light Metal', 'Heavy Metal']","['Fighting', 'Ground']",[]
885,0885,Dreepy,"['dragon', 'ghost']",0.5,2.0,60.0,30.0,28.0,40.0,30.0,82.0,270.0,"['Clear Body', 'Infiltrator']","['Ice', 'Ghost', 'Dragon', 'Dark', 'Fairy']",[]
886,0886,Drakloak,"['dragon', 'ghost']",1.4,11.0,80.0,50.0,68.0,60.0,50.0,102.0,410.0,"['Clear Body', 'Infiltrator']","['Ice', 'Ghost', 'Dragon', 'Dark', 'Fairy']",[]
887,0887,Dragapult,"['dragon', 'ghost']",3.0,50.0,120.0,75.0,88.0,100.0,75.0,142.0,600.0,"['Clear Body', 'Infiltrator']","['Ice', 'Ghost', 'Dragon', 'Dark', 'Fairy']",[]
888,0888,Zacian,['fairy'],2.8,110.0,120.0,115.0,92.0,80.0,115.0,138.0,660.0,['Intrepid Sword'],"['Poison', 'Steel']",[]
889,0889,Zamazenta,['fighting'],2.9,210.0,120.0,115.0,92.0,80.0,115.0,138.0,660.0,['Dauntless Shield'],"['Flying', 'Psychic', 'Fairy']",[]
890,0890,Eternatus,"['poison', 'dragon']",20.0,950.0,85.0,95.0,140.0,145.0,95.0,130.0,690.0,['Pressure'],"['Ice', 'Ground', 'Psychic', 'Dragon']",[]
891,0891,Kubfu,['fighting'],0.6,12.0,90.0,60.0,60.0,53.0,50.0,72.0,385.0,['Inner Focus'],"['Flying', 'Psychic', 'Fairy']",[]
892,0892,Urshifu,"['fighting', 'dark']",1.9,105.0,130.0,100.0,100.0,63.0,60.0,97.0,550.0,['Unseen Fist'],"['Fighting', 'Flying', 'Fairy']",[]
893,0893,Zarude,"['dark', 'grass']",1.8,70.0,120.0,105.0,105.0,70.0,95.0,105.0,600.0,['Leaf Guard'],"['Fire', 'Ice', 'Fighting', 'Poison', 'Flying', 'Bug', 'Fairy']",[]
894,0894,Regieleki,['electric'],1.2,145.0,100.0,50.0,80.0,100.0,50.0,200.0,580.0,['Transistor'],['Ground'],[]
895,0895,Regidrago,['dragon'],2.1,200.0,100.0,50.0,200.0,100.0,50.0,80.0,580.0,['Dragon’s Maw'],"['Ice', 'Dragon', 'Fairy']",[]
896,0896,Glastrier,['ice'],2.2,800.0,145.0,130.0,100.0,65.0,110.0,30.0,580.0,['Chilling Neigh'],"['Fire', 'Fighting', 'Rock', 'Steel']",[]
897,0897,Spectrier,['ghost'],2.0,44.5,65.0,60.0,100.0,145.0,80.0,130.0,580.0,['Grim Neigh'],"['Ghost', 'Dark']",[]
898,0898,Calyrex,"['psychic', 'grass']",1.1,7.7,80.0,80.0,100.0,80.0,80.0,80.0,500.0,['Unnerve'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug', 'Ghost', 'Dark']",[]
899,0899,Wyrdeer,"['normal', 'psychic']",1.8,95.1,105.0,72.0,103.0,105.0,75.0,65.0,525.0,"['Intimidate', 'Frisk']","['Bug', 'Dark']",[]
900,0900,Kleavor,"['bug', 'rock']",1.8,89.0,135.0,95.0,70.0,45.0,70.0,85.0,500.0,"['Swarm', 'Sheer Force']","['Water', 'Rock', 'Steel']",[]
901,0901,Ursaluna,"['ground', 'normal']",2.4,290.0,140.0,105.0,130.0,45.0,80.0,50.0,550.0,"['Guts', 'Bulletproof']","['Water', 'Grass', 'Ice', 'Fighting']",[]
902,0902,Basculegion,"['water', 'ghost']",3.0,110.0,112.0,65.0,120.0,80.0,75.0,78.0,530.0,"['Swift Swim', 'Adaptability']","['Grass', 'Electric', 'Ghost', 'Dark']",[]
903,0903,Sneasler,"['fighting', 'poison']",1.3,43.0,130.0,60.0,80.0,40.0,80.0,120.0,510.0,"['Pressure', 'Unburden']","['Ground', 'Flying', 'Psychic']",[]
904,0904,Overqwil,"['dark', 'poison']",2.5,60.5,115.0,95.0,85.0,65.0,65.0,85.0,510.0,"['Poison Point', 'Swift Swim']",['Ground'],[]
905,0905,Enamorus,"['fairy', 'flying']",1.6,48.0,115.0,70.0,74.0,135.0,80.0,106.0,580.0,['Cute Charm'],"['Electric', 'Ice', 'Poison', 'Rock', 'Steel']",[]
906,0906,Sprigatito,['grass'],0.4,4.1,61.0,54.0,40.0,45.0,45.0,65.0,310.0,['Overgrow'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",[]
907,0907,Floragato,['grass'],0.9,12.2,80.0,63.0,61.0,60.0,63.0,83.0,410.0,['Overgrow'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",[]
908,0908,Meowscarada,"['grass', 'dark']",1.5,31.2,110.0,70.0,76.0,81.0,70.0,123.0,530.0,['Overgrow'],"['Fire', 'Ice', 'Fighting', 'Poison', 'Flying', 'Bug', 'Fairy']",[]
909,0909,Fuecoco,['fire'],0.4,9.8,45.0,59.0,67.0,63.0,40.0,36.0,310.0,['Blaze'],"['Water', 'Ground', 'Rock']",[]
910,0910,Crocalor,['fire'],1.0,30.7,55.0,78.0,81.0,90.0,58.0,49.0,411.0,['Blaze'],"['Water', 'Ground', 'Rock']",[]
911,0911,Skeledirge,"['fire', 'ghost']",1.6,326.5,75.0,100.0,104.0,110.0,75.0,66.0,530.0,['Blaze'],"['Water', 'Ground', 'Rock', 'Ghost', 'Dark']",[]
912,0912,Quaxly,['water'],0.5,6.1,65.0,45.0,55.0,50.0,45.0,50.0,310.0,['Torrent'],"['Grass', 'Electric']",[]
913,0913,Quaxwell,['water'],1.2,21.5,85.0,65.0,70.0,65.0,60.0,65.0,410.0,['Torrent'],"['Grass', 'Electric']",[]
914,0914,Quaquaval,"['water', 'fighting']",1.8,61.9,120.0,80.0,85.0,85.0,75.0,85.0,530.0,['Torrent'],"['Grass', 'Electric', 'Flying', 'Psychic', 'Fairy']",[]
915,0915,Lechonk,['normal'],0.5,10.2,45.0,40.0,54.0,35.0,45.0,35.0,254.0,"['Gluttony', 'Aroma Veil']",['Fighting'],[]
916,0916,Oinkologne,['normal'],1.0,120.0,100.0,75.0,110.0,59.0,80.0,65.0,489.0,"['Gluttony', 'Lingering Aroma']",['Fighting'],[]
917,0917,Tarountula,['bug'],0.3,4.0,41.0,45.0,35.0,29.0,40.0,20.0,210.0,['Insomnia'],"['Fire', 'Flying', 'Rock']",[]
918,0918,Spidops,['bug'],1.0,16.5,79.0,92.0,60.0,52.0,86.0,35.0,404.0,['Insomnia'],"['Fire', 'Flying', 'Rock']",[]
919,0919,Nymble,['bug'],0.2,1.0,46.0,40.0,33.0,21.0,25.0,45.0,210.0,['Swarm'],"['Fire', 'Flying', 'Rock']",[]
920,0920,Lokix,"['bug', 'dark']",1.0,17.5,102.0,78.0,71.0,52.0,55.0,92.0,450.0,['Swarm'],"['Fire', 'Flying', 'Bug', 'Rock', 'Fairy']",[]
921,0921,Pawmi,['electric'],0.3,2.5,50.0,20.0,45.0,40.0,25.0,60.0,240.0,"['Static', 'Natural Cure']",['Ground'],[]
922,0922,Pawmo,"['electric', 'fighting']",0.4,6.5,75.0,40.0,60.0,50.0,40.0,85.0,350.0,"['Natural Cure', 'Volt Absorb']","['Ground', 'Psychic', 'Fairy']",[]
923,0923,Pawmot,"['electric', 'fighting']",0.9,41.0,115.0,70.0,70.0,70.0,60.0,105.0,490.0,"['Natural Cure', 'Volt Absorb']","['Ground', 'Psychic', 'Fairy']",[]
924,0924,Tandemaus,['normal'],0.3,1.8,50.0,45.0,50.0,40.0,45.0,75.0,305.0,"['Run Away', 'Pickup']",['Fighting'],[]
925,0925,Maushold,['normal'],0.3,2.8,75.0,70.0,74.0,65.0,75.0,111.0,470.0,"['Cheek Pouch', 'Friend Guard']",['Fighting'],[]
926,0926,Fidough,['fairy'],0.3,10.9,55.0,70.0,37.0,30.0,55.0,65.0,312.0,['Own Tempo'],"['Poison', 'Steel']",[]
927,0927,Dachsbun,['fairy'],0.5,14.9,80.0,115.0,57.0,50.0,80.0,95.0,477.0,['Well-Baked Body'],"['Poison', 'Steel']",[]
928,0928,Smoliv,"['grass', 'normal']",0.3,6.5,35.0,45.0,41.0,58.0,51.0,30.0,260.0,['Early Bird'],"['Fire', 'Ice', 'Fighting', 'Poison', 'Flying', 'Bug']",[]
929,0929,Dolliv,"['grass', 'normal']",0.6,11.9,53.0,60.0,52.0,78.0,78.0,33.0,354.0,['Early Bird'],"['Fire', 'Ice', 'Fighting', 'Poison', 'Flying', 'Bug']",[]
930,0930,Arboliva,"['grass', 'normal']",1.4,48.2,69.0,90.0,78.0,125.0,109.0,39.0,510.0,['Seed Sower'],"['Fire', 'Ice', 'Fighting', 'Poison', 'Flying', 'Bug']",[]
931,0931,Squawkabilly,"['normal', 'flying']",0.6,2.4,96.0,51.0,82.0,45.0,51.0,92.0,417.0,"['Intimidate', 'Hustle']","['Electric', 'Ice', 'Rock']",[]
932,0932,Nacli,['rock'],0.4,16.0,55.0,75.0,55.0,35.0,35.0,25.0,280.0,"['Sturdy', 'Purifying Salt']","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",[]
933,0933,Naclstack,['rock'],0.6,105.0,60.0,100.0,60.0,35.0,65.0,35.0,355.0,"['Sturdy', 'Purifying Salt']","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",[]
934,0934,Garganacl,['rock'],2.3,240.0,100.0,130.0,100.0,45.0,90.0,35.0,500.0,"['Sturdy', 'Purifying Salt']","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",[]
935,0935,Charcadet,['fire'],0.6,10.5,50.0,40.0,40.0,50.0,40.0,35.0,255.0,['Flash Fire'],"['Water', 'Ground', 'Rock']",[]
936,0936,Armarouge,"['fire', 'psychic']",1.5,85.0,60.0,100.0,85.0,125.0,80.0,75.0,525.0,['Flash Fire'],"['Water', 'Ground', 'Rock', 'Ghost', 'Dark']",[]
937,0937,Ceruledge,"['fire', 'ghost']",1.6,62.0,125.0,80.0,75.0,60.0,100.0,85.0,525.0,['Flash Fire'],"['Water', 'Ground', 'Rock', 'Ghost', 'Dark']",[]
938,0938,Tadbulb,['electric'],0.3,0.4,31.0,41.0,61.0,59.0,35.0,45.0,272.0,"['Static', 'Own Tempo']",['Ground'],[]
939,0939,Bellibolt,['electric'],1.2,113.0,64.0,91.0,109.0,103.0,83.0,45.0,495.0,"['Static', 'Electromorphosis']",['Ground'],[]
940,0940,Wattrel,"['electric', 'flying']",0.4,3.6,40.0,35.0,40.0,55.0,40.0,70.0,280.0,"['Volt Absorb', 'Wind Power']","['Ice', 'Rock']",[]
941,0941,Kilowattrel,"['electric', 'flying']",1.4,38.6,70.0,60.0,70.0,105.0,60.0,125.0,490.0,"['Volt Absorb', 'Wind Power']","['Ice', 'Rock']",[]
942,0942,Maschiff,['dark'],0.5,16.0,78.0,60.0,60.0,40.0,51.0,51.0,340.0,"['Run Away', 'Intimidate']","['Fighting', 'Bug', 'Fairy']",[]
943,0943,Mabosstiff,['dark'],1.1,61.0,120.0,90.0,80.0,60.0,70.0,85.0,505.0,"['Intimidate', 'Guard Dog']","['Fighting', 'Bug', 'Fairy']",[]
944,0944,Shroodle,"['poison', 'normal']",0.2,0.7,65.0,35.0,40.0,40.0,35.0,75.0,290.0,"['Unburden', 'Pickpocket']","['Ground', 'Psychic']",[]
945,0945,Grafaiai,"['poison', 'normal']",0.7,27.2,95.0,65.0,63.0,80.0,72.0,110.0,485.0,"['Unburden', 'Poison Touch']","['Ground', 'Psychic']",[]
946,0946,Bramblin,"['grass', 'ghost']",0.6,0.6,65.0,30.0,40.0,45.0,35.0,60.0,275.0,['Wind Rider'],"['Fire', 'Ice', 'Flying', 'Ghost', 'Dark']",[]
947,0947,Brambleghast,"['grass', 'ghost']",1.2,6.0,115.0,70.0,55.0,80.0,70.0,90.0,480.0,['Wind Rider'],"['Fire', 'Ice', 'Flying', 'Ghost', 'Dark']",[]
948,0948,Toedscool,"['ground', 'grass']",0.9,33.0,40.0,35.0,40.0,50.0,100.0,70.0,335.0,['Mycelium Might'],"['Fire', 'Ice', 'Flying', 'Bug']",[]
949,0949,Toedscruel,"['ground', 'grass']",1.9,58.0,70.0,65.0,80.0,80.0,120.0,100.0,515.0,['Mycelium Might'],"['Fire', 'Ice', 'Flying', 'Bug']",[]
950,0950,Klawf,['rock'],1.3,79.0,100.0,115.0,70.0,35.0,55.0,75.0,450.0,"['Shell Armor', 'Anger Shell']","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",[]
951,0951,Capsakid,['grass'],0.3,3.0,62.0,40.0,50.0,62.0,40.0,50.0,304.0,"['Chlorophyll', 'Insomnia']","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",[]
952,0952,Scovillain,"['grass', 'fire']",0.9,15.0,108.0,65.0,65.0,108.0,65.0,75.0,486.0,"['Chlorophyll', 'Insomnia']","['Poison', 'Flying', 'Rock']",[]
953,0953,Rellor,['bug'],0.2,1.0,50.0,60.0,41.0,31.0,58.0,30.0,270.0,['Compound Eyes'],"['Fire', 'Flying', 'Rock']",[]
954,0954,Rabsca,"['bug', 'psychic']",0.3,3.5,50.0,85.0,75.0,115.0,100.0,45.0,470.0,['Synchronize'],"['Fire', 'Flying', 'Bug', 'Rock', 'Ghost', 'Dark']",[]
955,0955,Flittle,['psychic'],0.2,1.5,35.0,30.0,30.0,55.0,30.0,75.0,255.0,"['Frisk', 'Anticipation']","['Bug', 'Ghost', 'Dark']",[]
956,0956,Espathra,['psychic'],1.9,90.0,60.0,60.0,95.0,101.0,60.0,105.0,481.0,"['Frisk', 'Opportunist']","['Bug', 'Ghost', 'Dark']",[]
957,0957,Tinkatink,"['fairy', 'steel']",0.4,8.9,45.0,45.0,50.0,35.0,64.0,58.0,297.0,"['Own Tempo', 'Mold Breaker']","['Fire', 'Ground']",[]
958,0958,Tinkatuff,"['fairy', 'steel']",0.7,59.1,55.0,55.0,65.0,45.0,82.0,78.0,380.0,"['Own Tempo', 'Mold Breaker']","['Fire', 'Ground']",[]
959,0959,Tinkaton,"['fairy', 'steel']",0.7,112.8,75.0,77.0,85.0,70.0,105.0,94.0,506.0,"['Own Tempo', 'Mold Breaker']","['Fire', 'Ground']",[]
960,0960,Wiglett,['water'],1.2,1.8,55.0,25.0,10.0,35.0,25.0,95.0,245.0,"['Gooey', 'Rattled']","['Grass', 'Electric']",[]
961,0961,Wugtrio,['water'],1.2,5.4,100.0,50.0,35.0,50.0,70.0,120.0,425.0,"['Gooey', 'Rattled']","['Grass', 'Electric']",[]
962,0962,Bombirdier,"['flying', 'dark']",1.5,42.9,103.0,85.0,70.0,60.0,85.0,82.0,485.0,"['Keen Eye', 'Big Pecks']","['Electric', 'Ice', 'Rock', 'Fairy']",[]
963,0963,Finizen,['water'],1.3,60.2,45.0,40.0,70.0,45.0,40.0,75.0,315.0,['Water Veil'],"['Grass', 'Electric']",[]
964,0964,Palafin,['water'],1.3,60.2,70.0,72.0,100.0,53.0,62.0,100.0,457.0,['Zero to Hero'],"['Grass', 'Electric']",[]
965,0965,Varoom,"['steel', 'poison']",1.0,35.0,70.0,63.0,45.0,30.0,45.0,47.0,300.0,['Overcoat'],"['Fire', 'Ground']",[]
966,0966,Revavroom,"['steel', 'poison']",1.8,120.0,119.0,90.0,80.0,54.0,67.0,90.0,500.0,['Overcoat'],"['Fire', 'Ground']",[]
967,0967,Cyclizar,"['dragon', 'normal']",1.6,63.0,95.0,65.0,70.0,85.0,65.0,121.0,501.0,['Shed Skin'],"['Ice', 'Fighting', 'Dragon', 'Fairy']",[]
968,0968,Orthworm,['steel'],2.5,310.0,85.0,145.0,70.0,60.0,55.0,65.0,480.0,['Earth Eater'],"['Fire', 'Fighting', 'Ground']",[]
